Stationsnummer: 2099
Stationsname: Zürich, Unterhard
DBLH-Nr: 00343
Gewässer: Limmat
Exportperiode: 2000-01-01 - 2024-12-31
Parameter: Pegel
Parametereinheit: m ü.M.
Zeitreihe: Tagesmittel
Stationsname;Stationsnummer;Parameter;Zeitreihe;Parametereinheit;Gewässer;Zeitstempel;Zeitpunkt_des_Auftretens;Wert;Freigabestatus
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-09-26 00:00:00;;401.397;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-09-27 00:00:00;;401.123;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-09-28 00:00:00;;400.693;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-09-29 00:00:00;;400.402;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-09-30 00:00:00;;400.393;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-01 00:00:00;;400.398;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-02 00:00:00;;400.392;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-03 00:00:00;;400.340;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-04 00:00:00;;400.295;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-05 00:00:00;;400.296;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-06 00:00:00;;400.248;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-07 00:00:00;;400.193;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-08 00:00:00;;400.194;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-09 00:00:00;;400.192;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-10 00:00:00;;400.150;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-11 00:00:00;;400.082;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-12 00:00:00;;400.131;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-13 00:00:00;;400.193;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-14 00:00:00;;400.145;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-15 00:00:00;;400.089;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-16 00:00:00;;400.091;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-17 00:00:00;;400.020;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-18 00:00:00;;400.011;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-19 00:00:00;;399.966;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-20 00:00:00;;400.085;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-21 00:00:00;;400.188;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-22 00:00:00;;400.214;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-23 00:00:00;;400.174;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-24 00:00:00;;400.136;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-25 00:00:00;;400.262;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-26 00:00:00;;400.346;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-27 00:00:00;;400.370;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-28 00:00:00;;400.317;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-29 00:00:00;;400.281;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-30 00:00:00;;400.202;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-10-31 00:00:00;;400.115;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-01 00:00:00;;399.979;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-02 00:00:00;;399.970;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-03 00:00:00;;399.969;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-04 00:00:00;;399.969;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-05 00:00:00;;399.965;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-06 00:00:00;;399.890;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-07 00:00:00;;399.829;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-08 00:00:00;;399.847;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-09 00:00:00;;399.975;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-10 00:00:00;;399.964;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-11 00:00:00;;399.982;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-12 00:00:00;;400.193;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-13 00:00:00;;400.377;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-14 00:00:00;;400.316;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-15 00:00:00;;400.222;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-16 00:00:00;;400.352;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-17 00:00:00;;400.424;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-18 00:00:00;;400.494;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-19 00:00:00;;400.437;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-20 00:00:00;;400.313;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-21 00:00:00;;400.196;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-22 00:00:00;;400.154;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-23 00:00:00;;400.095;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-24 00:00:00;;400.130;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-25 00:00:00;;400.198;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-26 00:00:00;;400.196;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-27 00:00:00;;400.198;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-28 00:00:00;;400.142;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-29 00:00:00;;400.003;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-11-30 00:00:00;;399.978;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-01 00:00:00;;400.091;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-02 00:00:00;;400.115;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-03 00:00:00;;400.124;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-04 00:00:00;;400.082;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-05 00:00:00;;400.081;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-06 00:00:00;;400.126;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-07 00:00:00;;400.442;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-08 00:00:00;;400.472;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-09 00:00:00;;400.665;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-10 00:00:00;;400.570;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-11 00:00:00;;400.445;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-12 00:00:00;;400.277;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-13 00:00:00;;400.208;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-14 00:00:00;;400.170;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-15 00:00:00;;400.099;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-16 00:00:00;;400.095;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-17 00:00:00;;400.099;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-18 00:00:00;;400.097;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-19 00:00:00;;400.037;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-20 00:00:00;;399.979;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-21 00:00:00;;400.103;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-22 00:00:00;;400.103;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-23 00:00:00;;400.112;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-24 00:00:00;;400.245;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-25 00:00:00;;400.339;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-26 00:00:00;;400.317;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-27 00:00:00;;400.215;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-28 00:00:00;;400.212;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-29 00:00:00;;400.205;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-30 00:00:00;;400.104;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2010-12-31 00:00:00;;399.970;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-01 00:00:00;;399.911;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-02 00:00:00;;399.829;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-03 00:00:00;;399.824;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-04 00:00:00;;399.903;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-05 00:00:00;;400.016;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-06 00:00:00;;399.967;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-07 00:00:00;;399.980;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-08 00:00:00;;400.010;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-09 00:00:00;;399.954;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-10 00:00:00;;399.993;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-11 00:00:00;;400.142;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-12 00:00:00;;400.129;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-13 00:00:00;;400.466;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-14 00:00:00;;400.511;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-15 00:00:00;;400.468;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-16 00:00:00;;400.430;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-17 00:00:00;;400.359;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-18 00:00:00;;400.311;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-19 00:00:00;;400.309;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-20 00:00:00;;400.304;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-21 00:00:00;;400.302;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-22 00:00:00;;400.216;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-23 00:00:00;;400.200;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-24 00:00:00;;400.125;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-25 00:00:00;;400.092;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-26 00:00:00;;400.092;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-27 00:00:00;;400.089;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-28 00:00:00;;400.039;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-29 00:00:00;;399.963;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-30 00:00:00;;399.955;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-01-31 00:00:00;;399.962;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-01 00:00:00;;399.961;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-02 00:00:00;;400.004;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-03 00:00:00;;400.087;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-04 00:00:00;;400.087;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-05 00:00:00;;400.086;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-06 00:00:00;;400.037;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-07 00:00:00;;399.964;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-08 00:00:00;;399.964;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-09 00:00:00;;399.963;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-10 00:00:00;;399.960;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-11 00:00:00;;399.963;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-12 00:00:00;;399.963;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-13 00:00:00;;399.964;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-14 00:00:00;;399.964;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-15 00:00:00;;399.936;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-16 00:00:00;;399.816;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-17 00:00:00;;399.821;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-18 00:00:00;;399.869;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-19 00:00:00;;399.955;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-20 00:00:00;;399.966;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-21 00:00:00;;399.971;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-22 00:00:00;;399.965;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-23 00:00:00;;400.083;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-24 00:00:00;;400.089;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-25 00:00:00;;400.092;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-26 00:00:00;;400.111;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-27 00:00:00;;400.125;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-02-28 00:00:00;;400.129;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-01 00:00:00;;400.103;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-02 00:00:00;;400.093;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-03 00:00:00;;400.091;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-04 00:00:00;;400.090;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-05 00:00:00;;399.967;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-06 00:00:00;;399.912;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-07 00:00:00;;399.818;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-08 00:00:00;;399.820;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-09 00:00:00;;399.819;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-10 00:00:00;;399.823;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-11 00:00:00;;399.844;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-12 00:00:00;;399.840;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-13 00:00:00;;399.838;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-14 00:00:00;;399.846;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-15 00:00:00;;399.853;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-16 00:00:00;;399.845;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-17 00:00:00;;399.865;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-18 00:00:00;;400.160;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-19 00:00:00;;400.158;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-20 00:00:00;;400.139;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-21 00:00:00;;400.109;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-22 00:00:00;;400.101;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-23 00:00:00;;400.042;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-24 00:00:00;;399.954;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-25 00:00:00;;399.973;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-26 00:00:00;;399.967;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-27 00:00:00;;399.830;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-28 00:00:00;;399.823;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-29 00:00:00;;399.817;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-30 00:00:00;;399.791;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-03-31 00:00:00;;399.828;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-04-01 00:00:00;;399.928;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-04-02 00:00:00;;399.903;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-04-03 00:00:00;;399.899;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-04-04 00:00:00;;399.958;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-04-05 00:00:00;;399.946;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-04-06 00:00:00;;399.900;Freigegeben, validierte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2011-04-07 00:00:00;;399.902;Freigegeben, validierte Daten
